city,timestamp,temperature,season
New York,2010-11-23,24.833223005548085,autumn
New York,2010-11-24,20.25858349661467,autumn
New York,2010-11-25,21.292436723306043,autumn
New York,2010-11-26,17.08410486343694,autumn
New York,2010-11-27,10.554229741804289,autumn
New York,2010-11-28,13.976381340232155,autumn
New York,2010-11-29,18.686957144677606,autumn
New York,2010-11-30,10.210858489182108,autumn
New York,2010-12-01,1.3938255589493527,winter
New York,2010-12-02,-0.6683987759548173,winter
New York,2010-12-03,2.912529841029646,winter
New York,2010-12-04,4.121624401977432,winter
New York,2010-12-05,5.874191233003188,winter
New York,2010-12-06,-5.9142315999832995,winter
New York,2010-12-07,-0.5776675838154769,winter
New York,2010-12-08,-4.0965596909281725,winter
New York,2010-12-09,-6.83520030380593,winter
New York,2010-12-10,3.3731111062032166,winter
New York,2010-12-11,1.1444523743957895,winter
New York,2010-12-12,-5.4887005304163985,winter
New York,2010-12-13,1.099472673383841,winter
New York,2010-12-14,-0.22419357345534743,winter
New York,2010-12-15,-4.894997666982553,winter
New York,2010-12-16,3.742312634714265,winter
New York,2010-12-17,3.696817621708161,winter
New York,2010-12-18,-3.1183740413811893,winter
New York,2010-12-19,0.4330610276319416,winter
New York,2010-12-20,0.702274644977625,winter
New York,2010-12-21,1.2146362059471674,winter
New York,2010-12-22,4.9994137177941465,winter
New York,2010-12-23,-1.713672813250142,winter
New York,2010-12-24,-6.649083537325037,winter
New York,2010-12-25,-9.67793176865994,winter
New York,2010-12-26,5.477436578705397,winter
New York,2010-12-27,-5.420378943714628,winter
New York,2010-12-28,-1.2753901976212767,winter
New York,2010-12-29,3.313860251687597,winter
New York,2010-12-30,0.750188856525414,winter
New York,2010-12-31,1.2592928597414965,winter
New York,2011-01-01,-1.9633277934650675,winter
New York,2011-01-02,8.723625164245218,winter
New York,2011-01-03,-2.7091642626014907,winter
New York,2011-01-04,-0.6309959692610522,winter
New York,2011-01-05,-6.274854898344529,winter
New York,2011-01-06,3.9648421856132265,winter
New York,2011-01-07,-0.5795973996264132,winter
New York,2011-01-08,7.1216264274865795,winter
New York,2011-01-09,-4.645859256081363,winter
New York,2011-01-10,1.256055867442072,winter
New York,2011-01-11,-3.500171836748511,winter
New York,2011-01-12,2.7938825091111363,winter
New York,2011-01-13,-1.9640058433082164,winter
New York,2011-01-14,2.135773183028652,winter
New York,2011-01-15,-1.0303802981306922,winter
New York,2011-01-16,2.321397972050707,winter
New York,2011-01-17,3.5606052805934754,winter
New York,2011-01-18,-0.5997665541311016,winter
New York,2011-01-19,7.968891451376696,winter
New York,2011-01-20,2.098262809939776,winter
New York,2011-01-21,-0.9663595108835422,winter
New York,2011-01-22,9.272164151044105,winter
New York,2011-01-23,0.9420460106001292,winter
New York,2011-01-24,-5.852393778920277,winter
New York,2011-01-25,3.1388338484260023,winter
New York,2011-01-26,6.4003483580374345,winter
New York,2011-01-27,-0.5479189491318259,winter
New York,2011-01-28,0.5841691828107197,winter
New York,2011-01-29,-5.964225582349018,winter
New York,2011-01-30,-5.038587607213184,winter
New York,2011-01-31,-4.207383822868281,winter
New York,2011-02-01,0.964029383989944,winter
New York,2011-02-02,-3.5741628434043893,winter
New York,2011-02-03,-4.19471457664052,winter
New York,2011-02-04,-13.52215022378543,winter
New York,2011-02-05,3.9521128639112395,winter
New York,2011-02-06,-2.17274594796426,winter
New York,2011-02-07,2.2895163597285033,winter
New York,2011-02-08,-6.926588278301693,winter
New York,2011-02-09,-7.004476272135905,winter
New York,2011-02-10,0.4457081181884768,winter
New York,2011-02-11,2.8295792515741782,winter
New York,2011-02-12,5.847158910141687,winter
New York,2011-02-13,7.314543893302248,winter
New York,2011-02-14,2.3618560107549675,winter
New York,2011-02-15,2.737531201592793,winter
New York,2011-02-16,-2.0041912193417666,winter
New York,2011-02-17,3.8796067341497764,winter
New York,2011-02-18,0.8277107476643799,winter
New York,2011-02-19,-1.7084827186908074,winter
New York,2011-02-20,-2.612383558198068,winter
New York,2011-02-21,-2.659420104428901,winter
New York,2011-02-22,4.983820915105034,winter
New York,2011-02-23,-9.556653479117157,winter
New York,2011-02-24,-7.627977952676441,winter
New York,2011-02-25,-2.5275286604892018,winter
New York,2011-02-26,0.07404958504196052,winter
New York,2011-02-27,1.1415249071951625,winter
New York,2011-02-28,-6.47805812596059,winter
New York,2011-03-01,17.898009195536023,spring
New York,2011-03-02,6.923225759929413,spring
New York,2011-03-03,7.333403472324213,spring
New York,2011-03-04,13.834171043351315,spring
New York,2011-03-05,20.60810627677952,spring
New York,2011-03-06,11.961923299406735,spring
New York,2011-03-07,1.9150926716337864,spring
New York,2011-03-08,6.471024504942627,spring
New York,2011-03-09,9.319283136074485,spring
New York,2011-03-10,5.628026138985587,spring
New York,2011-03-11,8.450416166748917,spring
New York,2011-03-12,14.725627255140346,spring
New York,2011-03-13,11.30960344214621,spring
New York,2011-03-14,13.244140952966276,spring
New York,2011-03-15,16.362417595383913,spring
New York,2011-03-16,5.0334821343189144,spring
New York,2011-03-17,5.964888279310485,spring
New York,2011-03-18,4.96592242697225,spring
New York,2011-03-19,6.020238375408769,spring
New York,2011-03-20,8.277589627297596,spring
New York,2011-03-21,5.123629328767537,spring
New York,2011-03-22,8.822236130934751,spring
New York,2011-03-23,5.722773337230977,spring
New York,2011-03-24,6.672071609248727,spring
New York,2011-03-25,15.899452455176437,spring
New York,2011-03-26,10.684309535651865,spring
New York,2011-03-27,8.210866895047644,spring
New York,2011-03-28,12.106890959850066,spring
New York,2011-03-29,8.525370796104893,spring
New York,2011-03-30,8.52383636194832,spring
New York,2011-03-31,16.221031215729845,spring
New York,2011-04-01,7.232607184125908,spring
New York,2011-04-02,10.38646927457876,spring
New York,2011-04-03,8.64330331566516,spring
New York,2011-04-04,5.63426591489223,spring
New York,2011-04-05,12.223010783753836,spring
New York,2011-04-06,7.349891797900845,spring
New York,2011-04-07,10.694046985966029,spring
New York,2011-04-08,11.039323985776686,spring
New York,2011-04-09,10.286246555788923,spring
New York,2011-04-10,7.145172382597192,spring
New York,2011-04-11,2.170276431721393,spring
New York,2011-04-12,11.610019358285347,spring
New York,2011-04-13,17.004690314463296,spring
New York,2011-04-14,12.480635597833304,spring
New York,2011-04-15,6.93660266721132,spring
New York,2011-04-16,13.224100697590508,spring
New York,2011-04-17,6.480201345404974,spring
New York,2011-04-18,12.752783087115844,spring
New York,2011-04-19,19.18223729317142,spring
New York,2011-04-20,10.926928920449422,spring
New York,2011-04-21,11.660197673903983,spring
New York,2011-04-22,11.360203185272978,spring
New York,2011-04-23,12.609837407780972,spring
New York,2011-04-24,11.812312778706918,spring
New York,2011-04-25,18.836254701824373,spring
New York,2011-04-26,11.240058837203023,spring
New York,2011-04-27,19.1831741462129,spring
New York,2011-04-28,8.510611949433631,spring
New York,2011-04-29,15.330167949509903,spring
New York,2011-04-30,5.292159991772653,spring
New York,2011-05-01,4.250903119656881,spring
New York,2011-05-02,11.006395253322596,spring
New York,2011-05-03,4.501589880391799,spring
New York,2011-05-04,5.286496695500215,spring
New York,2011-05-05,13.535703454509296,spring
New York,2011-05-06,18.593946195220873,spring
New York,2011-05-07,10.065463231587692,spring
New York,2011-05-08,2.9802525851387713,spring
New York,2011-05-09,12.36336044234517,spring
New York,2011-05-10,17.143926155812075,spring
New York,2011-05-11,14.658987986824155,spring
New York,2011-05-12,15.293416470217164,spring
New York,2011-05-13,7.967502753737154,spring
New York,2011-05-14,11.256845014048203,spring
New York,2011-05-15,13.384915062473251,spring
New York,2011-05-16,1.3384876307061528,spring
New York,2011-05-17,14.01294773371843,spring
New York,2011-05-18,18.167851916984077,spring
New York,2011-05-19,12.609203971894127,spring
New York,2011-05-20,13.801672057552823,spring
New York,2011-05-21,14.387188299603183,spring
New York,2011-05-22,3.52759532601282,spring
New York,2011-05-23,12.66526511093089,spring
New York,2011-05-24,3.6155687314671194,spring
New York,2011-05-25,8.90499288939734,spring
New York,2011-05-26,2.6849956259775274,spring
New York,2011-05-27,10.53233381557605,spring
New York,2011-05-28,8.451873718924722,spring
New York,2011-05-29,10.11186876381872,spring
New York,2011-05-30,15.511705598046342,spring
New York,2011-05-31,9.588581666849722,spring
New York,2011-06-01,26.61448223609419,summer
New York,2011-06-02,18.604149341333304,summer
New York,2011-06-03,27.42179433332658,summer
New York,2011-06-04,31.396601245637825,summer
New York,2011-06-05,24.446394598099676,summer
New York,2011-06-06,27.841064367584288,summer
New York,2011-06-07,18.75412775722354,summer
New York,2011-06-08,24.8844800810597,summer
New York,2011-06-09,19.84784594875067,summer
New York,2011-06-10,23.674040857809878,summer
New York,2011-06-11,25.874533555977237,summer
New York,2011-06-12,21.820840562095444,summer
New York,2011-06-13,13.877543177118241,summer
New York,2011-06-14,28.07766532180997,summer
New York,2011-06-15,30.025054290786738,summer
New York,2011-06-16,35.369985216364384,summer
New York,2011-06-17,28.326459246100896,summer
New York,2011-06-18,21.538069055342007,summer
New York,2011-06-19,26.45273725738727,summer
New York,2011-06-20,30.397678098017785,summer
New York,2011-06-21,27.557439811108058,summer
New York,2011-06-22,18.637453722859707,summer
New York,2011-06-23,28.428585335896486,summer
New York,2011-06-24,21.24259486476456,summer
New York,2011-06-25,18.11590479364218,summer
New York,2011-06-26,35.67759299005941,summer
New York,2011-06-27,27.225776937450927,summer
New York,2011-06-28,25.075956852839617,summer
New York,2011-06-29,39.0746487924905,summer
New York,2011-06-30,36.60781327412872,summer
New York,2011-07-01,22.148740553503966,summer
New York,2011-07-02,19.399209381726276,summer
New York,2011-07-03,22.673213653323387,summer
New York,2011-07-04,24.3531151498294,summer
New York,2011-07-05,27.688959616552065,summer
New York,2011-07-06,26.264334501720395,summer
New York,2011-07-07,20.359702784663284,summer
New York,2011-07-08,21.219231988742518,summer
New York,2011-07-09,24.566262399294533,summer
New York,2011-07-10,28.340484426712983,summer
New York,2011-07-11,26.662650086388297,summer
New York,2011-07-12,16.39870280758216,summer
New York,2011-07-13,25.789069822849942,summer
New York,2011-07-14,27.939581877507507,summer
New York,2011-07-15,26.02890935075888,summer
New York,2011-07-16,26.307863185014877,summer
New York,2011-07-17,25.78322406306271,summer
New York,2011-07-18,10.91980598508821,summer
New York,2011-07-19,33.556087893747176,summer
New York,2011-07-20,31.14940828146467,summer
New York,2011-07-21,25.527078626096703,summer
New York,2011-07-22,22.41628473725622,summer
New York,2011-07-23,22.858521192408702,summer
New York,2011-07-24,23.317335355695175,summer
New York,2011-07-25,24.867843095003547,summer
New York,2011-07-26,32.87708352807593,summer
New York,2011-07-27,30.93184762553937,summer
New York,2011-07-28,26.143099455872985,summer
New York,2011-07-29,8.40479004549152,summer
New York,2011-07-30,27.68982238002103,summer
New York,2011-07-31,20.658321599672917,summer
New York,2011-08-01,23.774051036861366,summer
New York,2011-08-02,26.28753270848298,summer
New York,2011-08-03,28.6601944812407,summer
New York,2011-08-04,34.769285325833884,summer
New York,2011-08-05,26.822139692187438,summer
New York,2011-08-06,29.082835523225352,summer
New York,2011-08-07,29.611501294057557,summer
New York,2011-08-08,29.780932690539558,summer
New York,2011-08-09,26.757359494422776,summer
New York,2011-08-10,26.19822813447271,summer
New York,2011-08-11,30.847589867216616,summer
New York,2011-08-12,22.938745058761366,summer
New York,2011-08-13,29.91079195385779,summer
New York,2011-08-14,22.709729070706235,summer
New York,2011-08-15,31.29795598285035,summer
New York,2011-08-16,16.36109686442572,summer
New York,2011-08-17,20.046944323738906,summer
New York,2011-08-18,26.337794854633312,summer
New York,2011-08-19,28.174095675866397,summer
New York,2011-08-20,34.49131670181209,summer
New York,2011-08-21,20.946179402206134,summer
New York,2011-08-22,25.315727652187064,summer
New York,2011-08-23,27.486762241087895,summer
New York,2011-08-24,25.51398586540125,summer
New York,2011-08-25,24.002658545816637,summer
New York,2011-08-26,22.43976166699636,summer
New York,2011-08-27,20.397882155166506,summer
New York,2011-08-28,26.379263909971943,summer
New York,2011-08-29,14.590033527287694,summer
New York,2011-08-30,16.11002963322254,summer
New York,2011-08-31,26.23768068491566,summer
New York,2011-09-01,20.705380954909113,autumn
New York,2011-09-02,14.960048198493693,autumn
New York,2011-09-03,17.149019693294388,autumn
New York,2011-09-04,26.847768594302135,autumn
New York,2011-09-05,15.079178037778693,autumn
New York,2011-09-06,16.13440459182558,autumn
New York,2011-09-07,18.667678408383768,autumn
New York,2011-09-08,4.101103112563473,autumn
New York,2011-09-09,13.453366610761224,autumn
New York,2011-09-10,14.84578087614798,autumn
New York,2011-09-11,11.308952053492899,autumn
New York,2011-09-12,21.241472028443052,autumn
New York,2011-09-13,16.10707645957665,autumn
New York,2011-09-14,8.475136276803372,autumn
New York,2011-09-15,12.654730916321947,autumn
New York,2011-09-16,16.201106886348857,autumn
New York,2011-09-17,23.305501362145357,autumn
New York,2011-09-18,11.533326974411466,autumn
New York,2011-09-19,21.306073426883536,autumn
New York,2011-09-20,14.94373211154974,autumn
New York,2011-09-21,17.006662511402578,autumn
New York,2011-09-22,17.738900416387796,autumn
New York,2011-09-23,16.545420113682223,autumn
New York,2011-09-24,17.53154453370548,autumn
New York,2011-09-25,10.947749595533555,autumn
New York,2011-09-26,14.778014511219613,autumn
New York,2011-09-27,7.066157127605743,autumn
New York,2011-09-28,19.957190690241383,autumn
New York,2011-09-29,14.7162287681215,autumn
New York,2011-09-30,20.571094519228275,autumn
New York,2011-10-01,12.11596315057911,autumn
New York,2011-10-02,22.91491045478797,autumn
New York,2011-10-03,8.350215787511672,autumn
New York,2011-10-04,22.79191896976226,autumn
New York,2011-10-05,15.484521577163282,autumn
New York,2011-10-06,12.173553642608272,autumn
New York,2011-10-07,10.7706361298102,autumn
New York,2011-10-08,12.935163634803391,autumn
New York,2011-10-09,14.089353221284059,autumn
New York,2011-10-10,12.541850775566738,autumn
New York,2011-10-11,16.494348183810057,autumn
New York,2011-10-12,16.934357089362898,autumn
New York,2011-10-13,12.528091143288734,autumn
